                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                 1.3777,                 1.0063,                 1.5118,                0.79107,                0.60923,                0.67136,                0.39194,                 1.3688,                0.86683,                 1.5873,                0.00538,                0.00538,                0.00538
                    142,                 1.3807,                 1.0202,                 1.5087,                0.79068,                0.61047,                0.67126,                0.39208,                 1.3675,                0.86565,                 1.5864,               0.005347,               0.005347,               0.005347
                    143,                 1.3779,                 1.0016,                 1.5115,                 0.7929,                 0.6081,                0.67231,                 0.3928,                 1.3665,                0.86497,                 1.5853,               0.005314,               0.005314,               0.005314
                    144,                  1.383,                 1.0077,                 1.5152,                0.79303,                0.60957,                0.67262,                0.39326,                 1.3659,                0.86386,                 1.5843,               0.005281,               0.005281,               0.005281
                    145,                 1.3885,                 1.0202,                 1.5208,                0.78933,                0.60913,                0.67268,                0.39309,                 1.3657,                0.86379,                 1.5846,               0.005248,               0.005248,               0.005248
                    146,                 1.3735,                 1.0068,                 1.5173,                0.78762,                0.61236,                0.67404,                0.39378,                 1.3657,                0.86276,                 1.5843,               0.005215,               0.005215,               0.005215
                    147,                 1.3721,                  1.009,                   1.51,                0.78953,                 0.6099,                0.67396,                0.39448,                 1.3656,                0.86144,                 1.5841,               0.005182,               0.005182,               0.005182
                    148,                  1.367,                0.99762,                 1.5117,                 0.7914,                0.60952,                0.67369,                0.39486,                  1.365,                0.85991,                 1.5837,               0.005149,               0.005149,               0.005149
                    149,                 1.3711,                0.98891,                 1.5095,                0.79155,                0.60861,                0.67407,                0.39533,                 1.3649,                0.85943,                 1.5834,               0.005116,               0.005116,               0.005116
                    150,                 1.3967,                 1.0078,                  1.521,                0.78982,                0.61114,                0.67435,                0.39602,                 1.3644,                0.85869,                 1.5829,               0.005083,               0.005083,               0.005083
                    151,                 1.3693,                0.99702,                 1.5165,                0.78872,                0.61302,                0.67575,                0.39646,                 1.3639,                 0.8582,                 1.5825,                0.00505,                0.00505,                0.00505
                    152,                 1.3662,                0.99008,                 1.5031,                0.78704,                0.61358,                0.67673,                0.39672,                 1.3634,                0.85723,                 1.5819,               0.005017,               0.005017,               0.005017
                    153,                 1.3626,                0.98033,                 1.4975,                0.78751,                0.61439,                0.67683,                0.39671,                 1.3621,                0.85618,                 1.5812,               0.004984,               0.004984,               0.004984
                    154,                 1.3612,                 0.9898,                 1.5062,                0.78697,                 0.6151,                0.67678,                0.39748,                 1.3615,                0.85531,                 1.5806,               0.004951,               0.004951,               0.004951
